district,sector,latitude,longitude,soil_type,crop_type,planting_year,planting_season,field_size_ha,elevation_m,soil_ph,soil_organic_matter,soil_nitrogen,soil_phosphorus,soil_potassium,avg_temperature,min_temperature,max_temperature,rainfall_mm,rainfall_days,humidity_pct,fertilizer_used,fertilizer_quantity_kg_ha,pesticide_used,irrigation_used,previous_year_yield,yield_tonnes_per_ha
Kirehe,Kigina,-2.2311,30.6775,Sandy loam,Sorghum,2015,A,3.5485323840866543,1512.2297348104012,6.824306857419496,1.7553794588449312,0.1752964892749807,13.564390391630297,73.55989062788277,21.90291140900843,18.74245551876632,29.69561889342442,923.040517251838,99,71.88908196270981,1,123.30269292451614,0,0,7.64755802965796,3.01891556587501
Kamonyi,Nyarubaka,-2.0678,29.7789,Clay,Banana,2015,A,9.316198146304197,2534.145416509382,6.461372312801615,3.9918624840606585,0.4013140977204429,26.476413168092073,212.57552599417258,18.833424777332553,14.782770037231613,25.37433075524855,1240.9808998911299,142,66.8187002284765,1,276.588596273684,0,0,0.6078596252904811,25.73923069247819
Nyabihu,Rugera,-1.6789,29.5567,Loam,Sweet Potato,2015,A,8.245624483579261,2711.3342318556843,6.065101174947259,4.649286660447192,0.4028542604492217,30.30248711204829,194.246070958336,20.446985466562843,15.356210298971398,25.36799462345894,2005.9074301640117,189,85.56110350116565,0,0.0,1,0,6.044733062583285,7.842289389499131
Nyabihu,Karago,-1.6789,29.5678,Loam,Tea,2015,C,7.011800968795477,2370.54034292897,6.627364554435928,4.665456966708026,0.524500624696022,55.569944902578726,168.03425030162154,21.482303970586532,15.955947201179406,28.673947494142222,1396.3044886178805,119,62.97427182226894,0,0.0,1,0,7.624152119964732,2.6371107434609593
Kicukiro,Kanombe,-1.975,30.1286,Sandy clay,Banana,2015,A,7.288596356311296,1842.5449639664103,5.903008723037961,1.8443694840606033,0.15407185589747277,19.444680040671134,98.85495066670819,22.63179713390485,18.370189797909624,29.555138453626398,1426.9771324047038,160,71.93009662439013,1,159.36873050593226,1,0,5.382900147018202,34.60701688079574
Karongi,Ruganda,-2.0789,29.3567,Clay loam,Banana,2015,B,8.637400716592778,2391.5521027153754,6.8898814377422415,3.4842325861590764,0.3680568736723158,21.857150548653426,152.70238608581573,20.03723008565196,16.52027047204707,23.99867517969531,1799.8404687501138,179,70.16604713567989,1,183.60587593313076,0,1,1.7231097838466172,37.025551389372026
Rusizi,Nyakabuye,-2.6789,29.0567,Loam,Vegetables,2015,A,1.0136768036645862,3436.1505933989793,6.354174799676106,4.319910817875171,0.36859499582390826,42.379009992613426,275.5136604068071,14.221627330401592,11.13021087220081,21.55770223577521,2090.93013563945,200,77.83224132347073,1,260.1774964694828,0,0,2.7155559097231117,11.644467547253752
Gicumbi,Rwamiko,-1.6361,30.1275,Sandy loam,Tea,2015,B,7.912795262212649,2087.7349198942175,6.843615263858062,2.363319092459359,0.2035157242803981,15.885531630300084,86.08922706285664,18.736113875131565,13.045817601252288,22.137282603439775,743.1664786466835,89,67.11876191911112,1,274.1525657435052,1,1,0.5503500607772515,2.3197064524983664
Muhanga,Cyeza,-2.1234,29.7567,Clay,Coffee,2015,B,6.719567877251866,2363.166461085845,5.85741903420485,2.5599581873205683,0.23926437009963175,15.208462605684677,83.28823660093549,22.38617876483613,18.41911722991196,29.435550994109306,1510.861070817914,147,67.36406176055583,1,248.57236249161562,0,1,7.586757992712823,2.192268613108024
Gisagara,Mukindo,-2.4345,29.8567,Loam,Coffee,2015,C,9.389570522528274,2038.5362961021874,7.221862080347073,4.1303944413924,0.46534666673689407,33.34857490462053,186.18900028219073,22.09320092813663,17.585039757859192,26.254264403870714,1357.9310664409293,128,70.6016346149977,0,0.0,1,0,3.6617499661686006,1.322548899628162
Nyaruguru,Ngoma,-2.7567,29.6678,Loam,Sorghum,2015,C,8.798428242197039,2773.364971867536,6.154374046116217,3.8729627029691893,0.3934714207311032,32.55032423139893,179.54360701060668,18.38140297710672,15.344793760152587,24.373616483132857,2176.8020292971314,200,73.09469030162934,1,195.84794869153012,1,0,9.499191726312246,2.798266936371884
Gakenke,Muyongwe,-1.7506,29.85,Clay loam,Coffee,2015,B,1.0978665698572765,2147.4171250057143,6.389444357888232,2.704425328450399,0.2418736364797613,16.655591666559342,101.28839608243415,19.242134976429412,15.559948113798075,25.281606945400704,1873.329749815474,176,71.03916610021658,1,51.15800575115072,0,0,5.605258227910268,1.7082238173526845
Burera,Gatebe,-1.4089,29.8775,Sandy clay,Beans,2015,C,3.5348366987726543,2155.343060141972,6.370882525417065,3.0645285758390606,0.2556245459377402,36.70729029829593,153.49549566732722,21.54095820065525,18.33972876848997,28.29076055265114,1479.8579237629824,158,79.54004111411228,1,259.14120332308323,1,0,7.283562398003368,2.5448064595118427
Gisagara,Kibirizi,-2.4233,29.8789,Sandy loam,Rice,2015,A,4.0675543026657275,2106.3829683319777,7.124561646987086,2.246618632559506,0.24010896087877767,11.543067592434584,76.75425018062087,21.52082275723545,17.80627441409527,25.018029721032175,1675.4517219135012,162,65.53162558906004,1,217.02128414266153,0,0,9.015190275950637,6.848968217516281
Kirehe,Nasho,-2.27,30.65,Sandy clay,Banana,2015,A,2.1580739259456707,1116.04416558632,6.114117478286861,2.9040943617039603,0.28894939671851755,32.70552035712977,180.03703641015386,26.784422113576294,23.71701418861594,31.127808910501024,932.9974935192224,111,60.63250187021755,1,83.0690527813326,1,0,6.990246636232073,28.513649503122263
Kayonza,Kabare,-1.8561,30.505,Sandy clay,Irish Potato,2015,B,5.80751310759111,1354.9660007196776,6.810835116343773,2.994826204340616,0.301748830014343,15.958715377773961,109.76437773408811,25.784712726591213,22.04866539754725,30.731190796801094,610.1921874272876,79,50.0,1,287.3266992644414,0,1,1.782512135501466,16.24680392303688
Karongi,Bwishyura,-2.0789,29.3453,Sandy clay,Sorghum,2015,C,2.6964140385682684,2639.5724347524424,6.532603594641604,2.6696546772074923,0.2521194002692297,15.05972095887112,178.04605940417295,15.42008012139272,9.569368059930312,20.6501089861825,1747.8374457275256,177,80.51639774063689,1,231.02583231828464,1,1,9.081956220042237,3.834040805903131
Gakenke,Nemba,-1.7506,29.905,Clay,Vegetables,2015,B,0.610798485921229,2452.229691021286,6.004876196825059,2.0883308754202003,0.21070712025747546,19.863841075155072,116.96050834743556,18.84366955895356,13.188674489383718,24.49499522212806,1006.419533020885,118,59.799821350805466,1,184.8728230938343,1,0,6.445968076151586,20.67149722191038
Huye,Huye,-2.5967,29.7567,Clay,Sorghum,2015,B,4.233310231876132,2394.532291686765,5.000356285363827,2.370945819153445,0.25912273672141045,11.910267397433453,115.44711490131691,17.808859025522043,12.250393560446339,24.386625601693254,1637.1109931383555,157,63.89385940032372,1,104.56347196626604,1,1,1.3494045219664654,2.8786445081598897
Kayonza,Mwiri,-1.8561,30.5325,Clay,Coffee,2015,C,9.452847020684962,1326.0208336707249,5.701102266874805,3.2268227784214156,0.3832307199363722,36.09685686603825,216.55237135851402,27.04614998069536,23.584462261675796,34.12531560564845,600.0,64,50.43574970467241,1,195.0215519594528,0,1,3.0232004045927074,1.6313680506826718
Nyabihu,Rambura,-1.6678,29.5789,Clay loam,Cassava,2015,A,8.536715980135376,2507.295497000752,5.92208644086629,3.0052981879217704,0.3091032062687928,28.955399108830346,155.52765631103964,20.4869107005585,15.285180943697394,26.093212261460575,1885.7243309797207,180,75.88241577017385,1,204.6528445537961,1,0,8.86827221238982,20.576788108829447
Rusizi,Nkanka,-2.6234,29.0567,Sandy loam,Sorghum,2015,C,2.363389099096743,3214.7891863434807,6.162163662977071,1.8862657291745861,0.18351409743028704,20.52417543861683,86.17602750737242,16.011260371364354,12.489999945441653,22.865530914069303,2200.0,200,85.87323501882098,0,0.0,1,1,6.922496443274167,2.8005163962766253
Gakenke,Gashenyi,-1.6925,29.8775,Sandy loam,Vegetables,2015,C,5.984519006362598,2096.6856055861117,5.801441271783887,1.817876566553513,0.1549801672708791,20.13549211275615,124.57811060997513,17.9571334867496,12.763323285828545,25.504756041488694,1735.0658633045375,153,80.21095243645206,1,100.08978588717815,1,1,5.846127720262135,16.078060804706563
Gakenke,Ruli,-1.77,29.85,Sandy loam,Vegetables,2015,B,2.116642367835115,2064.1335611795425,5.825006649469647,3.093595655728055,0.2753968526524935,18.950681085935283,173.42938135671145,20.881900551885142,14.92884632967643,24.62980376522297,1677.851945022699,164,68.97131758904432,1,200.00513702982593,0,0,8.671162773297443,17.182949332407222
Kayonza,Nyamirama,-1.8172,30.5325,Clay loam,Coffee,2015,C,4.857018777852506,1514.835619477207,6.248332230177034,3.736311468636238,0.40194715234731887,39.62024620181346,142.00229017997626,22.194894926099238,18.881191405096036,28.37704617381742,1093.950967890445,96,64.47585479189948,1,203.0644964702895,1,0,5.753513799623605,1.8441500313960393
Kayonza,Rukara,-1.8756,30.4775,Sandy clay,Rice,2015,B,4.86094793134495,1726.9240714510156,5.993526156721993,2.74036518539333,0.2908363842243829,20.076469936407825,141.6745382476009,22.205011791675084,18.543328416908114,27.297010735013348,1069.8114590613507,115,61.3936043000428,1,153.9768415367352,1,0,7.48582783732465,9.04388949433315
Rutsiro,Kivumu,-1.9678,29.4567,Sandy clay,Coffee,2015,B,8.683611811612241,2330.9386277209032,5.8159932835085,3.0459331671269654,0.27261629705076745,35.94129758291576,113.42774312354508,22.141199924651097,17.664366355306992,26.377355296666984,1983.9265760132223,200,78.44189433734164,0,0.0,1,0,6.738998313142276,1.7718655484934167
Nyarugenge,Nyamirambo,-1.975,30.0397,Sandy loam,Coffee,2015,A,2.4465757853725285,1712.3572442443788,6.428288603363964,2.8387808029187225,0.31587571944436044,28.2109495971416,135.8491338773513,23.417463984043955,20.31490068622648,31.350928885829763,1230.9476658490403,128,61.63698752379682,0,0.0,1,1,3.50348299727913,1.404701738276379
Nyanza,Kigoma,-2.3744,29.7564,Loam,Sorghum,2015,A,4.850981107761525,2034.707101278706,7.096244212306314,3.1123276895843475,0.3708190653135577,23.716177795359307,95.55045082235053,19.807669859642573,14.315038285617456,27.130714039417757,1504.7561546973388,154,75.76752135212072,0,0.0,0,0,1.5126337879259117,1.1675171092552463
Nyabihu,Jenda,-1.6456,29.5678,Clay,Beans,2015,B,3.249304380819383,2769.6060611120765,6.299658001291468,3.986673874717257,0.42243986937564554,29.097411408685474,220.09768634480017,16.41635601678908,11.770856851834651,22.398783391716186,1723.4928262049289,189,84.66006378724407,0,0.0,1,0,4.903193416105437,1.525929199234968
Kicukiro,Kanombe,-1.975,30.1286,Sandy clay,Sorghum,2015,B,4.8439005885343365,1693.4855066472805,5.793666978525319,1.8151257499562843,0.17073963575160217,10.364269650881923,89.73050614971487,21.286126742352298,17.43150803646653,25.82257656698373,1428.8326257079084,137,69.27344553540144,1,294.18130966564473,1,0,1.6706152146355775,2.9178178071862413
Gakenke,Minazi,-1.7311,29.85,Sandy clay,Banana,2015,A,1.9273927824166268,2154.117628236378,6.2897487912306715,2.0246086888224384,0.17612260834274385,15.23600568226995,134.10126073988346,19.104186835078696,15.198005329574311,25.763977173006868,1740.136229632755,178,77.75849376309952,0,0.0,1,0,2.0961349735762025,18.711727635989803
Kicukiro,Gatenga,-1.9872,30.0922,Clay loam,Maize,2015,C,5.400045208242342,1898.301928600238,6.456941189973955,3.0137676952914294,0.31381994249026673,22.183108147175428,199.57468551508896,23.364590842933893,19.569904501223693,29.59104003056248,1406.0917411423438,152,62.449938843159515,0,0.0,0,1,2.720264778149114,2.5315032156634674
Ruhango,Ntongwe,-2.2567,29.7678,Loam,Rice,2015,B,6.8333061179241685,2087.4119466475463,6.133151091161652,4.723331471909626,0.457726549438282,50.78830704162108,141.93359409442047,17.89383051497061,11.971336629086563,20.993962294599733,1632.939629770649,143,77.25604617521726,1,180.23949431801054,1,0,7.675068994719675,7.030117863047058
Nyarugenge,Mageragere,-1.9872,30.0089,Clay loam,Rice,2015,B,0.7247794274835867,2032.9387839711906,6.0194826528835055,2.9781106643945314,0.30254419186558545,27.981286564057726,169.66937420818044,21.27490752570885,16.110641323722657,24.98129777208638,1315.3506748875793,125,60.93903517995662,1,136.52493163444638,1,0,8.313565354526428,9.625173266046179
Rubavu,Cyanzarwe,-1.6845,29.2789,Sandy clay,Maize,2015,C,4.921912996307465,2750.496788654886,5.538717860424231,2.0703325783096456,0.2020240209657556,11.882990158975463,115.17892120293908,17.96025963596454,14.504185076578596,21.267007771517882,1914.8599580292491,172,83.6419706285777,1,238.56338608596576,1,0,4.588203186334751,4.346503352106105
Nyagatare,Katabagemu,-1.4283,30.45,Clay,Irish Potato,2015,A,7.848690803367077,1496.046224423824,6.037427083353979,3.236103348574372,0.2817852711947413,24.948904850260924,221.84424018199144,22.747067670262727,19.345656461424262,27.8399707783824,1185.251108391396,120,64.64967156469683,0,0.0,0,1,8.1146025628884,14.925326336761744
Gicumbi,Cyumba,-1.5389,30.1275,Sandy loam,Maize,2015,C,2.7319262528777037,1748.7737143602358,5.9780796677624295,3.2293207842808354,0.3801338307837896,34.431613144466745,106.75060562653573,21.523261349602013,16.179750078241256,28.648922329245533,657.6217396190036,66,59.56641510272789,1,203.48339619001544,0,0,1.9266055077618958,3.627326591671419
Gakenke,Coko,-1.7117,29.85,Sandy clay,Banana,2015,A,0.5735251219016442,2468.6137173226393,6.675764015151511,2.509682720513781,0.25243970772129715,28.34010466081724,153.8420373850392,17.12798308948054,11.200010540684163,23.464735079712682,1614.6930782752277,165,71.102157832135,1,249.67854791364365,0,1,6.21787510154506,33.58591289331131
Ruhango,Byimana,-2.2456,29.7678,Sandy clay,Vegetables,2015,B,3.4488483093455344,2339.9183880454043,5.682252064451377,2.1949409797198745,0.2562748586190856,14.850283962213386,132.13912822407383,21.09555316601501,15.766210826515834,27.376362354420365,1658.2592205692192,169,64.00287929989796,1,60.793433949252915,0,0,7.396809144860307,15.59301568636958
Nyamasheke,Kanjongo,-2.3456,29.1678,Sandy clay,Cassava,2015,C,8.42295997731088,2993.9666025197916,5.740107452431859,2.7231149488395796,0.3049966045070561,17.504862151475372,142.15585339802402,17.34529264444987,12.497336293669333,21.285416317526952,2200.0,200,72.4054245281456,0,0.0,1,1,3.998940539815059,18.63314441906193
Ngororero,Kabaya,-1.8678,29.6567,Clay,Sweet Potato,2015,B,8.873338226604238,2222.0383637543296,5.889566501280176,2.783051396355659,0.28982559943663994,27.093772242791914,173.10457227517023,20.290812233904738,17.059637396501746,23.583566880124636,1800.7310209173834,197,69.47017008488949,0,0.0,1,0,1.6625791945891906,7.711618914919914
Nyanza,Rwabicuma,-2.3456,29.7678,Sandy clay,Maize,2015,B,3.777077818543153,2486.819988307772,6.609979580028417,3.700625505861183,0.3828636199572083,36.575851561542684,248.6253289947933,20.439236444001438,17.270828133752808,27.702876543379993,1390.9884072642474,155,54.9001111261856,1,226.50475191600614,1,0,9.08717663747356,4.420767530356336
Kicukiro,Gahanga,-2.0247,30.1017,Sandy clay,Coffee,2015,A,0.16958911775482965,1838.4003333673002,5.566892362559442,1.8725752452270044,0.21308329105089954,12.877649665307015,67.89072518600325,21.761037914710975,17.815469351418898,28.620326545619083,1391.5135724226848,150,65.96910195421506,1,290.84860855338763,1,1,0.9964498532172258,1.5152000119254667
Gakenke,Muzo,-1.7506,29.8775,Sandy clay,Tea,2015,A,9.814841195922742,2381.3529359243626,5.837975394926852,2.301933322680596,0.19038538810040062,22.91539099433543,119.1055490664757,16.22594763198372,11.851045707397748,21.649429067633953,1826.3694165951865,195,76.42185545991791,1,122.64688995158878,1,0,3.881747051051101,2.483747647510321
Kicukiro,Gikondo,-1.975,30.0756,Sandy loam,Maize,2015,C,8.734143430222518,2248.2525889550498,5.976755295909658,2.8192587327894847,0.26960327289934843,29.85146543490961,126.52073886505706,16.809721025546104,12.486504550793752,20.78776739076868,1586.7071665377944,174,70.52082393819018,1,249.4785399039735,0,1,5.56377423883833,4.6525924438874675
Rwamagana,Rubona,-1.97,30.405,Sandy loam,Sweet Potato,2015,B,7.953287369338718,1861.7614678318705,6.082821935763485,1.8684496784760523,0.1806985889743402,22.213572656701228,105.97248663477605,22.9091321264184,19.411267440531045,30.31877091794162,908.4292172574807,96,58.1580485523578,0,0.0,0,0,9.747845204773645,10.300357076316281
Nyabihu,Rambura,-1.6678,29.5789,Clay loam,Sweet Potato,2015,B,5.453858174356889,2576.5125500875,6.206751848399222,4.143273795420943,0.4060990000193141,42.43451675193256,232.21352287830325,19.534075334794135,15.120213832599642,27.429600024869906,1792.4511961563553,174,75.01223303537743,0,0.0,0,0,2.087754108976602,6.357001665013579
Nyamagabe,Buruhukiro,-2.4234,29.5567,Sandy loam,Coffee,2015,C,2.8648332756986634,2818.4732346367905,6.225524961737014,2.8063255810625662,0.2746893828345976,23.075034255806763,181.23964638624724,17.07281371362214,12.93161206671091,24.956815356175436,1773.6201270242952,181,73.6352626005605,1,81.86348985571723,1,1,8.347370990832433,2.3620207960362047
Nyaruguru,Nyabimata,-2.7678,29.6789,Clay,Sweet Potato,2015,A,9.631822535032857,2407.621752856361,6.090006488105485,2.6095021907722664,0.286334746472068,13.926912805549854,172.5293244428002,19.64209279224819,13.965185297829231,23.56874368989176,1783.3846040894362,187,72.34764463269612,1,116.94416887208354,1,0,6.75883816633067,9.64565555501272
Huye,Mukura,-2.5831,29.6789,Sandy loam,Irish Potato,2015,C,4.9349088269310935,2457.417369189758,5.835198741588182,2.8889009122614175,0.30502235654786064,28.123405707966462,101.88499914947113,17.573350835647826,12.213099830184515,25.42718186802174,1463.4825650747487,152,72.27948704696193,1,67.73305403344335,0,0,4.988686872561879,15.298938925432871
Rusizi,Gitambi,-2.6567,29.0678,Loam,Cassava,2015,B,9.718173639920401,3371.210208086151,6.055082043751232,3.0160515082613824,0.27669121697669913,34.75177801707141,138.37825780487694,10.919728100814009,6.8840586724089325,16.456787794403052,2200.0,200,90.0,0,0.0,1,0,4.203787352944669,5.042408187845043
Nyaruguru,Ruramba,-2.7456,29.6789,Sandy clay,Coffee,2015,A,7.168923180221879,2104.861859593573,6.405693179424082,3.1731798269852134,0.3491993072700093,17.443139755533885,105.37241893803986,20.167968087677302,14.342790952820527,26.510831321291874,1736.1274980017565,163,72.47118469233108,0,0.0,0,0,6.559832380304522,1.5544439812271724
Ruhango,Byimana,-2.2456,29.7678,Sandy clay,Rice,2015,C,5.386277978222862,2841.5666562897263,6.337963594675638,2.4863347063453163,0.22629436734864025,17.762858712966917,153.05728862645861,18.702873894290608,13.130186881306756,26.286050073496646,1498.0170909520225,160,67.81136287904752,1,200.26854170005825,1,0,4.058252426691153,8.699191781431132
Karongi,Ruganda,-2.0789,29.3567,Clay loam,Irish Potato,2015,C,1.5116820264108966,2681.69314316285,6.468733579429727,3.7738046349094865,0.37520519716231654,19.596450582062584,189.5136937156517,20.327843743409918,16.17522360445252,23.522823806284478,1929.658069684466,177,72.67475664009923,0,0.0,0,1,3.482683815084852,10.58287558593363
Kamonyi,Musambira,-2.0234,29.7789,Clay loam,Sweet Potato,2015,B,8.284402861440725,2640.829434100942,6.94170322811139,3.2789637898048407,0.2698780765684033,24.25494060646036,133.81420956515183,16.657020312387612,11.915617509406523,20.35300381911609,2200.0,200,75.74605672968026,0,0.0,1,0,3.595319616862273,7.070619687182811
Karongi,Rwankuba,-2.0789,29.3678,Sandy clay,Cassava,2015,A,7.335098484246907,2749.156572928792,6.618790057940518,2.898644958806348,0.29136047682149463,16.39388642444036,174.4545087559923,16.831251400507096,12.923908965638956,22.288342288149877,2200.0,200,81.37110484614394,1,194.31975730828282,1,1,4.37204998145126,22.463335028353494
Nyaruguru,Mata,-2.7678,29.6567,Clay,Banana,2015,A,4.817185499405097,1959.3509505176453,6.494184424459162,2.1189431377345613,0.21420194293574474,19.976990696558353,118.19212897921706,22.883717744033497,18.297983414866906,29.850687815560235,1844.5891905805413,178,63.36435389489098,0,0.0,1,0,7.778101361558069,22.6759726597377
Bugesera,Kamabuye,-2.1153,30.25,Sandy loam,Beans,2015,C,0.9771866682998227,1685.9517341102583,5.955397338307841,3.1164704200184445,0.2584054901410406,24.371150778474632,130.30467620107524,21.67138717625056,17.828373679524418,28.68880089273498,1192.630663898081,125,65.55268430429832,1,187.24511236041045,0,0,2.538966695958627,1.6140811603832992
Nyaruguru,Nyabimata,-2.7678,29.6789,Clay,Tea,2015,B,1.9596442401239638,2352.722452765743,6.079687180032029,3.7338669367037673,0.3224006128806999,41.72202449020548,235.05111905350174,18.409056716080645,15.100811958723375,22.354254339718302,1921.8628678727905,193,80.460852743857,1,65.67240540546646,1,0,2.8448267574180712,2.6941559738664336
Rubavu,Rubavu,-1.6956,29.2789,Clay,Vegetables,2015,A,3.6663157961242363,2966.8369594433816,5.470021876377714,3.5778649435520142,0.3815986758895961,42.08403723460052,216.25156552482312,18.157155390558064,13.049533885953643,22.64741643375528,2157.3621669440813,200,66.29039488951975,1,168.99193275291398,0,0,7.822415873506858,15.005228063342717
Nyagatare,Rwempasha,-1.4672,30.505,Sandy loam,Banana,2015,A,1.94162770005609,1588.9656666741726,7.017668447354395,2.9609927219175805,0.31767826237229063,24.50837064548338,157.42713029269973,25.85892357452989,21.227506390931175,29.35825768021078,727.2290490365167,89,60.35611000742178,1,54.83190772940026,0,0,5.182213552250743,27.3092764407245
Rulindo,Cyungo,-1.6925,30.0206,Sandy clay,Maize,2015,B,2.740084446953578,2202.806034064136,6.363033104877334,1.952769889982912,0.21394754359647464,12.815723567165923,108.71928874902372,20.717278146089985,16.013000609076382,27.032314876798864,1570.0912026493538,145,76.29330326406124,1,122.78606194629475,0,0,9.044824519187966,3.7753738883946766
Ngororero,Muhororo,-1.8678,29.6789,Clay,Beans,2015,B,4.892362990130995,2457.0436906196896,6.121166609895041,2.947619656795893,0.3039937217286738,17.77042948516682,184.06396443788833,19.31308156398185,15.53336662625335,24.039042606452902,1850.0785542796007,195,76.51949585104583,1,65.55080654117569,0,0,6.493757007177052,1.5636722084805643
Burera,Bungwe,-1.4478,29.85,Clay loam,Beans,2015,B,5.343631267061637,2250.760615224635,5.9120557225718375,4.113930981767988,0.3689335670730631,48.23332644424076,155.82347971933746,22.116119364634706,16.131661482736853,28.67473339336495,1621.5452248621743,152,73.21547727572116,0,0.0,0,0,8.37922045610587,1.652932693452457
Ngororero,Ngororero,-1.8234,29.6678,Clay loam,Beans,2015,A,9.605342483613928,2416.0896216361543,6.635965310701659,2.8233428724739236,0.33046596666329375,18.63614505292859,156.34133415550346,20.783013394437518,15.596429067627678,24.26000978100357,1528.3817245077257,134,69.17014077751062,1,50.11069535930197,1,0,9.90582057264108,2.383696847559649
Gasabo,Gikomero,-1.8794,30.1969,Sandy loam,Maize,2015,A,7.633978442604381,1634.2771059273618,6.299969623020704,3.0750981717175585,0.25079639209931637,16.15082067451554,113.80591119343636,25.31398135142705,21.46654511949597,33.06627720430353,1311.3410367309157,131,70.88549189072523,0,0.0,1,1,8.979303161121507,4.120530678075339
Ruhango,Kinazi,-2.2678,29.7567,Clay,Banana,2015,B,8.899985497635935,2364.1711875046426,5.816758653573842,2.408921772109424,0.22668942554173574,25.952554831060247,121.95497995370754,17.773800554231567,11.980770641575667,22.73292037064907,1982.7003858698456,183,89.22524647065529,0,0.0,0,0,3.3874538664227596,15.182350979726476
Kicukiro,Gikondo,-1.975,30.0756,Sandy loam,Rice,2015,C,1.9920752240104262,2245.7980825956975,7.054457119520107,3.136053498277386,0.2986388081166963,24.77886190081726,188.64361573134127,16.777061703748906,12.970002763353975,22.365043210326515,1233.5602356768313,124,73.8107911157001,0,0.0,1,0,5.381617409964293,7.488621560265222
Rubavu,Rugerero,-1.7231,29.2453,Sandy clay,Sweet Potato,2015,A,9.335956139439753,2554.083939648034,5.911107384013286,3.414141807733406,0.372422340075727,30.503682623182552,231.7643279235748,15.336326054394092,9.97770909761092,22.008545714772048,1938.1109864705315,200,78.68678755102088,0,0.0,1,0,2.732247347461551,6.71376738231585
