date,location,latitude,longitude,elevation_m,temp_min_c,temp_max_c,temp_avg_c,humidity_pct,rainfall_mm,wind_speed_kmh,sunshine_hours,month,day,day_of_year,year,is_rainy_season,temp_avg_lag1,rainfall_lag1,humidity_lag1,temp_avg_lag3,rainfall_lag3,humidity_lag3,temp_avg_lag7,rainfall_lag7,humidity_lag7,temp_avg_rolling7,rainfall_rolling7,humidity_rolling7,loc_Bugesera,loc_Burera,loc_Gakenke,loc_Gasabo,loc_Gatsibo,loc_Gicumbi,loc_Gisagara,loc_Huye,loc_Kamonyi,loc_Karongi,loc_Kayonza,loc_Kicukiro,loc_Kirehe,loc_Muhanga,loc_Musanze,loc_Ngoma,loc_Ngororero,loc_Nyabihu,loc_Nyagatare,loc_Nyamagabe,loc_Nyamasheke,loc_Nyanza,loc_Nyarugenge,loc_Nyaruguru,loc_Rubavu,loc_Ruhango,loc_Rulindo,loc_Rusizi,loc_Rutsiro,loc_Rwamagana
2022-01-18,Bugesera,-2.15,30.25,1400,3.5,19.3,11.4,53.7,0.0,1.2,11.3,1,18,18,2022,0,13.2,0.0,55.9,11.6,0.0,55.0,11.8,0.0,55.5,11.928571428571429,0.028571428571428574,54.81428571428571,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-19,Bugesera,-2.15,30.25,1400,2.8,19.1,10.9,57.9,0.0,2.1,11.4,1,19,19,2022,0,11.4,0.0,53.7,11.7,0.2,53.7,11.3,0.0,54.9,11.87142857142857,0.028571428571428574,55.24285714285715,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-20,Bugesera,-2.15,30.25,1400,0.8,20.2,10.5,53.7,1.2,1.5,5.8,1,20,20,2022,0,10.9,0.0,57.9,13.2,0.0,55.9,12.2,0.0,53.9,11.62857142857143,0.19999999999999998,55.214285714285715,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-21,Bugesera,-2.15,30.25,1400,1.0,20.6,10.8,54.05,1.4,1.6,7.1,1,21,21,2022,0,10.5,1.2,53.7,11.4,0.0,53.7,12.1,0.0,56.6,11.442857142857141,0.39999999999999997,54.85000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-22,Bugesera,-2.15,30.25,1400,1.7,19.7,10.7,54.4,0.0,2.1,12.3,1,22,22,2022,0,10.8,1.4,54.05,10.9,0.0,57.9,11.6,0.0,55.0,11.314285714285715,0.39999999999999997,54.76428571428572,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-23,Bugesera,-2.15,30.25,1400,1.3,20.2,10.8,55.3,0.0,1.0,9.3,1,23,23,2022,0,10.7,0.0,54.4,10.5,1.2,53.7,11.7,0.2,53.7,11.185714285714285,0.3714285714285714,54.99285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-24,Bugesera,-2.15,30.25,1400,2.2,18.0,10.1,56.1,0.0,0.7,11.8,1,24,24,2022,0,10.8,0.0,55.3,10.8,1.4,54.05,13.2,0.0,55.9,10.742857142857142,0.3714285714285714,55.021428571428565,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-25,Bugesera,-2.15,30.25,1400,0.4,19.8,10.1,56.4,0.0,1.8,8.4,1,25,25,2022,0,10.1,0.0,56.1,10.7,0.0,54.4,11.4,0.0,53.7,10.557142857142859,0.3714285714285714,55.40714285714286,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-26,Bugesera,-2.15,30.25,1400,1.7,20.0,10.8,56.9,0.0,0.1,12.5,1,26,26,2022,0,10.1,0.0,56.4,10.8,0.0,55.3,10.9,0.0,57.9,10.542857142857143,0.3714285714285714,55.26428571428572,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-27,Bugesera,-2.15,30.25,1400,2.6,20.9,11.8,56.7,2.8,0.9,5.3,1,27,27,2022,0,10.8,0.0,56.9,10.1,0.0,56.1,10.5,1.2,53.7,10.728571428571428,0.5999999999999999,55.692857142857136,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-28,Bugesera,-2.15,30.25,1400,0.2,18.2,9.2,58.0,1.4,3.7,4.7,1,28,28,2022,0,11.8,2.8,56.7,10.1,0.0,56.4,10.8,1.4,54.05,10.5,0.5999999999999999,56.25714285714285,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-29,Bugesera,-2.15,30.25,1400,1.2,19.6,10.4,55.8,0.0,2.6,12.5,1,29,29,2022,0,9.2,1.4,58.0,10.8,0.0,56.9,10.7,0.0,54.4,10.457142857142857,0.5999999999999999,56.457142857142856,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-30,Bugesera,-2.15,30.25,1400,1.7,20.200000000000003,11.3,54.7,0.0,2.2,9.5,1,30,30,2022,0,10.4,0.0,55.8,11.8,2.8,56.7,10.8,0.0,55.3,10.528571428571428,0.5999999999999999,56.37142857142857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-31,Bugesera,-2.15,30.25,1400,2.1,20.8,11.5,51.3,0.0,0.6,10.6,1,31,31,2022,0,11.3,0.0,54.7,9.2,1.4,58.0,10.1,0.0,56.1,10.728571428571428,0.5999999999999999,55.68571428571429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-01,Bugesera,-2.15,30.25,1400,0.0,17.9,10.25,52.1,0.0,2.5,10.7,2,1,32,2022,0,11.5,0.0,51.3,10.4,0.0,55.8,10.1,0.0,56.4,10.75,0.5999999999999999,55.07142857142857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-02,Bugesera,-2.15,30.25,1400,-0.8,18.8,9.0,53.6,0.0,1.3,12.2,2,2,33,2022,0,10.25,0.0,52.1,11.3,0.0,54.7,10.8,0.0,56.9,10.492857142857142,0.5999999999999999,54.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-03,Bugesera,-2.15,30.25,1400,0.0,17.6,8.8,50.4,0.0,4.5,10.2,2,3,34,2022,0,9.0,0.0,53.6,11.5,0.0,51.3,11.8,2.8,56.7,10.064285714285715,0.19999999999999998,53.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-04,Bugesera,-2.15,30.25,1400,1.1,18.0,9.5,51.2,0.0,7.4,10.3,2,4,35,2022,0,8.8,0.0,50.4,10.25,0.0,52.1,9.2,1.4,58.0,10.107142857142858,0.0,52.728571428571435,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-05,Bugesera,-2.15,30.25,1400,2.6,19.2,10.9,53.0,0.0,4.7,8.2,2,5,36,2022,0,9.5,0.0,51.2,9.0,0.0,53.6,10.4,0.0,55.8,10.178571428571429,0.0,52.32857142857143,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-06,Bugesera,-2.15,30.25,1400,-1.2,18.8,8.8,52.4,0.0,2.0,10.8,2,6,37,2022,0,10.9,0.0,53.0,8.8,0.0,50.4,11.3,0.0,54.7,9.821428571428571,0.0,52.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-07,Bugesera,-2.15,30.25,1400,1.6,19.9,10.8,52.9,0.0,0.0,11.7,2,7,38,2022,0,8.8,0.0,52.4,9.5,0.0,51.2,11.5,0.0,51.3,9.721428571428572,0.0,52.228571428571435,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-08,Bugesera,-2.15,30.25,1400,0.2,20.0,10.1,51.9,0.0,2.9,11.3,2,8,39,2022,0,10.8,0.0,52.9,10.9,0.0,53.0,10.25,0.0,52.1,9.700000000000001,0.0,52.199999999999996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-09,Bugesera,-2.15,30.25,1400,0.8,19.5,10.1,48.7,1.6,1.0,8.0,2,9,40,2022,0,10.1,0.0,51.9,8.8,0.0,52.4,9.0,0.0,53.6,9.857142857142858,0.2285714285714286,51.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-10,Bugesera,-2.15,30.25,1400,0.7,19.5,10.1,49.0,2.6,1.7,1.8,2,10,41,2022,0,10.1,1.6,48.7,10.8,0.0,52.9,8.8,0.0,50.4,10.042857142857143,0.6,51.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-11,Bugesera,-2.15,30.25,1400,2.2,18.8,10.5,51.3,0.0,1.9,10.9,2,11,42,2022,0,10.1,2.6,49.0,10.1,0.0,51.9,9.5,0.0,51.2,10.185714285714285,0.6,51.31428571428571,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-12,Bugesera,-2.15,30.25,1400,1.1,17.5,9.3,50.6,0.0,1.4,13.0,2,12,43,2022,0,10.5,0.0,51.3,10.1,1.6,48.7,10.9,0.0,53.0,9.957142857142857,0.6,50.971428571428575,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-13,Bugesera,-2.15,30.25,1400,1.3,19.1,10.2,49.3,0.0,4.3,9.7,2,13,44,2022,0,9.3,0.0,50.6,10.1,2.6,49.0,8.8,0.0,52.4,10.157142857142857,0.6,50.528571428571425,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-14,Bugesera,-2.15,30.25,1400,-0.8,17.1,8.1,52.3,0.0,2.5,10.5,2,14,45,2022,0,10.2,0.0,49.3,10.5,0.0,51.3,10.8,0.0,52.9,9.771428571428572,0.6,50.442857142857136,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-15,Bugesera,-2.15,30.25,1400,-0.4,17.6,8.6,53.6,0.0,3.2,3.5,2,15,46,2022,0,8.1,0.0,52.3,9.3,0.0,50.6,10.1,0.0,51.9,9.557142857142859,0.6,50.68571428571429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-16,Bugesera,-2.15,30.25,1400,-0.6,17.4,8.4,55.4,2.8,0.8,7.9,2,16,47,2022,0,8.6,0.0,53.6,10.2,0.0,49.3,10.1,1.6,48.7,9.314285714285715,0.7714285714285715,51.642857142857146,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-17,Bugesera,-2.15,30.25,1400,-1.5,18.4,8.4,56.3,0.0,4.7,12.9,2,17,48,2022,0,8.4,2.8,55.4,8.1,0.0,52.3,10.1,2.6,49.0,9.071428571428571,0.39999999999999997,52.68571428571429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-18,Bugesera,-2.15,30.25,1400,-1.1,18.1,8.5,56.2,0.0,2.6,13.1,2,18,49,2022,0,8.4,0.0,56.3,8.6,0.0,53.6,10.5,0.0,51.3,8.785714285714286,0.39999999999999997,53.385714285714286,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-19,Bugesera,-2.15,30.25,1400,0.3,17.7,9.0,55.7,0.0,2.6,9.2,2,19,50,2022,0,8.5,0.0,56.2,8.4,2.8,55.4,9.3,0.0,50.6,8.742857142857144,0.39999999999999997,54.11428571428571,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-20,Bugesera,-2.15,30.25,1400,0.2,17.4,8.8,55.7,0.0,3.3,10.2,2,20,51,2022,0,9.0,0.0,55.7,8.4,0.0,56.3,10.2,0.0,49.3,8.542857142857143,0.39999999999999997,55.02857142857143,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-21,Bugesera,-2.15,30.25,1400,0.1,18.9,9.5,55.2,0.0,1.1,8.8,2,21,52,2022,0,8.8,0.0,55.7,8.5,0.0,56.2,8.1,0.0,52.3,8.742857142857144,0.39999999999999997,55.44285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-22,Bugesera,-2.15,30.25,1400,0.3,18.2,9.2,58.5,0.0,3.3,10.5,2,22,53,2022,0,9.5,0.0,55.2,9.0,0.0,55.7,8.6,0.0,53.6,8.82857142857143,0.39999999999999997,56.142857142857146,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-23,Bugesera,-2.15,30.25,1400,-1.5,17.0,7.7,58.0,0.0,0.6,10.4,2,23,54,2022,0,9.2,0.0,58.5,8.8,0.0,55.7,8.4,2.8,55.4,8.72857142857143,0.0,56.51428571428572,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-24,Bugesera,-2.15,30.25,1400,-1.1,17.9,8.4,55.8,0.0,5.3,11.4,2,24,55,2022,0,7.7,0.0,58.0,9.5,0.0,55.2,8.4,0.0,56.3,8.728571428571428,0.0,56.44285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-25,Bugesera,-2.15,30.25,1400,-0.7,17.1,8.2,55.1,0.0,9.5,11.8,2,25,56,2022,0,8.4,0.0,55.8,9.2,0.0,58.5,8.5,0.0,56.2,8.685714285714285,0.0,56.285714285714285,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-26,Bugesera,-2.15,30.25,1400,-0.6,17.1,8.2,57.6,0.0,1.1,8.9,2,26,57,2022,0,8.2,0.0,55.1,7.7,0.0,58.0,9.0,0.0,55.7,8.571428571428571,0.0,56.557142857142864,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-27,Bugesera,-2.15,30.25,1400,-0.7,15.2,7.3,55.6,0.0,4.3,9.7,2,27,58,2022,0,8.2,0.0,57.6,8.4,0.0,55.8,8.8,0.0,55.7,8.357142857142858,0.0,56.54285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-28,Bugesera,-2.15,30.25,1400,-0.8,17.3,8.2,54.9,0.0,3.9,11.3,2,28,59,2022,0,7.3,0.0,55.6,8.2,0.0,55.1,9.5,0.0,55.2,8.171428571428573,0.0,56.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-01,Bugesera,-2.15,30.25,1400,-1.3,17.2,7.9,60.8,28.9,0.7,2.7,3,1,60,2022,1,8.2,0.0,54.9,8.2,0.0,57.6,9.2,0.0,58.5,7.985714285714286,4.128571428571428,56.82857142857143,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-02,Bugesera,-2.15,30.25,1400,0.0,16.7,8.4,69.1,13.5,0.0,3.5,3,2,61,2022,1,7.9,28.9,60.8,7.3,0.0,55.6,7.7,0.0,58.0,8.085714285714285,6.057142857142857,58.41428571428571,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-03,Bugesera,-2.15,30.25,1400,-0.7,16.9,8.1,71.6,21.7,1.9,4.0,3,3,62,2022,1,8.4,13.5,69.1,8.2,0.0,54.9,8.4,0.0,55.8,8.042857142857143,9.157142857142857,60.671428571428564,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-04,Bugesera,-2.15,30.25,1400,-0.8,16.4,7.8,74.9,19.2,1.3,3.9,3,4,63,2022,1,8.1,21.7,71.6,7.9,28.9,60.8,8.2,0.0,55.1,7.985714285714286,11.9,63.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-05,Bugesera,-2.15,30.25,1400,-3.2,16.8,6.8,76.1,28.2,3.0,2.7,3,5,64,2022,1,7.8,19.2,74.9,8.4,13.5,69.1,8.2,0.0,57.6,7.785714285714286,15.928571428571429,66.14285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-06,Bugesera,-2.15,30.25,1400,-0.3,17.8,8.8,77.1,0.0,1.7,11.8,3,6,65,2022,1,6.8,28.2,76.1,8.1,21.7,71.6,7.3,0.0,55.6,8.0,15.928571428571429,69.21428571428571,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-07,Bugesera,-2.15,30.25,1400,-0.8,18.9,9.0,79.1,23.4,4.6,2.8,3,7,66,2022,1,8.8,0.0,77.1,7.8,19.2,74.9,8.2,0.0,54.9,8.114285714285714,19.271428571428572,72.67142857142856,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-08,Bugesera,-2.15,30.25,1400,0.4,19.0,9.7,79.5,0.0,1.8,9.3,3,8,67,2022,1,9.0,23.4,79.1,6.8,28.2,76.1,7.9,28.9,60.8,8.37142857142857,15.14285714285714,75.34285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-09,Bugesera,-2.15,30.25,1400,-1.7,18.4,8.4,79.7,0.0,2.4,12.3,3,9,68,2022,1,9.7,0.0,79.5,8.8,0.0,77.1,8.4,13.5,69.1,8.371428571428572,13.214285714285714,76.85714285714286,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-10,Bugesera,-2.15,30.25,1400,-1.5,18.9,8.7,83.0,0.0,0.8,11.5,3,10,69,2022,1,8.4,0.0,79.7,9.0,23.4,79.1,8.1,21.7,71.6,8.457142857142857,10.114285714285714,78.48571428571428,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-11,Bugesera,-2.15,30.25,1400,0.1,16.3,8.2,80.6,30.0,1.4,4.6,3,11,70,2022,1,8.7,0.0,83.0,9.7,0.0,79.5,7.8,19.2,74.9,8.514285714285714,11.657142857142857,79.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-12,Bugesera,-2.15,30.25,1400,-1.4,17.6,8.1,78.8,0.0,2.3,11.5,3,12,71,2022,1,8.2,30.0,80.6,8.4,0.0,79.7,6.8,28.2,76.1,8.7,7.628571428571427,79.68571428571428,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-13,Bugesera,-2.15,30.25,1400,0.9,17.6,9.2,75.6,0.0,5.0,12.2,3,13,72,2022,1,8.1,0.0,78.8,8.7,0.0,83.0,8.8,0.0,77.1,8.757142857142856,7.628571428571427,79.47142857142856,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-14,Bugesera,-2.15,30.25,1400,0.7,18.1,9.4,74.6,0.0,0.8,8.0,3,14,73,2022,1,9.2,0.0,75.6,8.2,30.0,80.6,9.0,23.4,79.1,8.814285714285713,4.285714285714286,78.82857142857142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-15,Bugesera,-2.15,30.25,1400,-1.4,15.7,7.2,72.4,18.5,2.6,3.2,3,15,74,2022,1,9.4,0.0,74.6,8.1,0.0,78.8,9.7,0.0,79.5,8.457142857142857,6.928571428571429,77.8142857142857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-16,Bugesera,-2.15,30.25,1400,-2.6,16.3,6.9,71.8,11.3,5.5,3.2,3,16,75,2022,1,7.2,18.5,72.4,9.2,0.0,75.6,8.4,0.0,79.7,8.242857142857142,8.542857142857143,76.68571428571428,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-17,Bugesera,-2.15,30.25,1400,-2.2,15.8,6.8,75.1,25.7,2.0,3.3,3,17,76,2022,1,6.9,11.3,71.8,9.4,0.0,74.6,8.7,0.0,83.0,7.971428571428571,12.214285714285714,75.55714285714285,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-18,Bugesera,-2.15,30.25,1400,-1.9,16.2,7.2,73.9,22.0,2.4,1.9,3,18,77,2022,1,6.8,25.7,75.1,7.2,18.5,72.4,8.2,30.0,80.6,7.828571428571428,11.071428571428571,74.60000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-19,Bugesera,-2.15,30.25,1400,-3.1,15.3,6.1,75.1,11.7,2.5,4.3,3,19,78,2022,1,7.2,22.0,73.9,6.9,11.3,71.8,8.1,0.0,78.8,7.542857142857144,12.742857142857144,74.07142857142857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
